City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
264,Maun,BW,2022-05-03 19:57:26,-19.9833,23.4167,66.16,45,0,8.05
265,Magrath,CA,2022-05-03 19:57:27,49.4167,-112.8686,62.92,34,75,3.44
266,Tokur,RU,2022-05-03 19:57:28,53.1333,132.9,21.85,97,86,3.0
267,Qaanaaq,GL,2022-05-03 19:57:29,77.484,-69.3632,19.04,66,100,0.45
268,Batemans Bay,AU,2022-05-03 19:57:29,-35.7167,150.1833,55.09,82,3,6.26
269,Saint George,US,2022-05-03 19:55:21,37.1041,-113.5841,72.63,11,0,12.66
270,Mount Isa,AU,2022-05-03 19:57:30,-20.7333,139.5,69.57,46,0,11.5
271,Chivay,PE,2022-05-03 19:58:30,-15.6383,-71.6011,62.46,24,20,11.68
272,Hay River,CA,2022-05-03 19:57:50,60.8156,-115.7999,49.98,43,20,18.41
273,Duzce,TR,2022-05-03 19:58:31,40.8389,31.1639,53.64,99,98,3.31
274,Goulburn,AU,2022-05-03 19:58:32,-34.75,149.7167,47.35,86,4,4.43
275,Sechura,PE,2022-05-03 19:58:32,-5.5569,-80.8222,75.38,63,25,15.97
276,Kieta,PG,2022-05-03 19:58:32,-6.2167,155.6333,79.54,84,86,1.36
277,Vestmannaeyjar,IS,2022-05-03 19:58:33,63.4427,-20.2734,43.45,91,97,30.4
278,Kamloops,CA,2022-05-03 19:58:33,50.6665,-120.3192,67.19,40,40,8.99
279,Innisfail,AU,2022-05-03 19:58:34,-17.5333,146.0333,73.08,88,86,4.85
280,Yar-Sale,RU,2022-05-03 19:58:34,66.8333,70.8333,31.46,99,100,8.03
281,Jaciara,BR,2022-05-03 19:58:35,-15.9653,-54.9683,84.81,50,90,6.53
282,Gaoua,BF,2022-05-03 19:58:35,10.2992,-3.2508,85.96,48,100,5.06
283,Hamilton,US,2022-05-03 19:56:18,39.1834,-84.5333,74.93,84,75,14.97
284,Genhe,CN,2022-05-03 19:58:36,50.7833,121.5167,44.06,69,100,9.06
285,Rawson,AR,2022-05-03 19:56:04,-43.3002,-65.1023,69.22,35,100,21.63
286,Coahuayana,MX,2022-05-03 19:58:36,18.7333,-103.6833,90.79,39,93,8.08
287,Acapulco,MX,2022-05-03 19:54:22,16.8634,-99.8901,88.47,47,34,11.5
288,Arlit,NE,2022-05-03 19:58:37,18.7369,7.3853,92.1,9,91,7.54
289,Grenada,ES,2022-05-03 19:58:37,37.1882,-3.6067,57.9,70,40,5.75
290,Prince Rupert,CA,2022-05-03 19:53:58,54.3161,-130.3201,46.49,76,100,44.87
291,Renqiu,CN,2022-05-03 19:58:38,38.6989,116.0936,66.02,23,1,11.07
292,Linares,CL,2022-05-03 19:55:13,-35.85,-71.6,70.77,39,0,9.44
293,Mitu,CO,2022-05-03 19:55:12,1.1983,-70.1733,81.48,78,100,1.19
294,Ocotal,NI,2022-05-03 19:58:38,13.6321,-86.4752,90.18,44,62,5.06
295,Tiarei,PF,2022-05-03 19:58:39,-17.5333,-149.3333,80.62,78,55,12.64
296,Tuatapere,NZ,2022-05-03 19:58:39,-46.1333,167.6833,50.2,89,71,4.36
297,San Rafael Del Sur,NI,2022-05-03 19:58:40,11.8485,-86.4384,92.37,53,80,2.62
298,Quila,MX,2022-05-03 19:58:40,24.4228,-107.22,95.41,18,12,13.96
299,Ilhabela,BR,2022-05-03 19:58:40,-23.7781,-45.3581,75.83,86,70,1.43
300,Riyadh,SA,2022-05-03 19:58:41,24.6877,46.7219,84.34,16,0,7.47
301,Paoua,CF,2022-05-03 19:58:41,7.2427,16.4406,71.38,82,100,4.63
302,Caucaia,BR,2022-05-03 19:58:42,-3.7361,-38.6531,85.95,72,20,16.11
303,Sorong,ID,2022-05-03 19:58:42,-0.8833,131.25,80.98,82,100,5.55
304,Fort Nelson,CA,2022-05-03 19:54:36,58.8053,-122.7002,51.39,58,75,3.44
305,Rio Gallegos,AR,2022-05-03 19:57:38,-51.6226,-69.2181,51.85,40,20,28.77
306,Mairana,BO,2022-05-03 19:58:43,-18.1167,-63.9333,50.2,91,100,2.53
307,Lingyuan,CN,2022-05-03 19:58:43,41.24,119.4011,58.82,33,9,6.49
308,Geraldton,AU,2022-05-03 19:55:13,-28.7667,114.6,57.61,67,0,13.8
309,Thinadhoo,MV,2022-05-03 19:58:44,0.5333,72.9333,81.9,77,100,15.12
310,Vilyuysk,RU,2022-05-03 19:58:45,63.7553,121.6247,23.95,85,100,10.04
311,Chifeng,CN,2022-05-03 19:58:45,42.2683,118.9636,61.43,26,94,8.88
312,Hambantota,LK,2022-05-03 19:58:45,6.1241,81.1185,80.71,87,98,12.55
313,Collie,AU,2022-05-03 19:58:46,-33.3667,116.15,53.33,64,95,7.56
314,Anaconda,US,2022-05-03 19:58:46,46.1285,-112.9423,52.25,51,98,8.37
315,Willowmore,ZA,2022-05-03 19:58:47,-33.2926,23.4895,60.66,58,0,4.63
316,Oktyabrskiy,RU,2022-05-03 19:58:47,54.4815,53.471,44.83,62,65,6.91
317,Lincoln,US,2022-05-03 19:54:43,40.8,-96.667,54.34,69,93,5.01
318,Tilichiki,RU,2022-05-03 19:59:50,60.4667,166.1,22.87,90,50,6.11
319,San Luis,AR,2022-05-03 19:59:52,-33.295,-66.3356,69.37,18,0,9.33
320,Vera Cruz,BR,2022-05-03 19:59:53,-12.6333,-41.0333,81.97,46,100,2.93
321,Mount Gambier,AU,2022-05-03 19:59:54,-37.8333,140.7667,51.71,93,100,8.05
322,Redmond,US,2022-05-03 19:55:02,47.674,-122.1215,56.34,77,100,1.99
323,Baykit,RU,2022-05-03 19:59:56,61.67,96.37,28.72,87,100,9.91
324,Maltahohe,NA,2022-05-03 19:59:57,-24.8333,16.9833,66.78,31,97,10.45
325,Kenai,US,2022-05-03 19:59:58,60.5544,-151.2583,51.03,68,100,9.06
326,Burgeo,CA,2022-05-03 19:59:58,47.6167,-57.6152,44.51,79,90,7.72
327,Galesong,ID,2022-05-03 19:59:59,-5.3166,119.3661,75.22,80,100,4.9
328,Alyangula,AU,2022-05-03 20:00:00,-13.8483,136.4192,71.47,94,0,1.14
329,Olafsvik,IS,2022-05-03 20:00:03,64.8945,-23.7142,36.41,72,81,26.19
330,Melaka,MY,2022-05-03 20:00:05,2.196,102.2405,78.8,85,100,3.47
331,Kajiado,KE,2022-05-03 20:00:10,-1.8524,36.7768,59.29,89,90,6.82
332,Santa Fe,AR,2022-05-03 19:59:41,-31.6333,-60.7,69.03,46,0,3.0
333,Dunedin,NZ,2022-05-03 19:56:02,-45.8742,170.5036,52.81,87,12,1.99
334,Minas,UY,2022-05-03 20:00:15,-34.3759,-55.2377,58.82,68,100,5.84
335,Itoman,JP,2022-05-03 20:00:17,26.1247,127.6694,71.62,53,100,9.22
336,Yulara,AU,2022-05-03 20:00:18,-25.2406,130.9889,60.78,51,0,10.65
337,Shuangyang,CN,2022-05-03 20:00:19,43.5242,125.6736,60.15,44,73,16.31
338,Ierapetra,GR,2022-05-03 20:00:20,35.01,25.7353,64.15,61,5,10.0
339,Viedma,AR,2022-05-03 20:00:22,-40.8135,-62.9967,71.15,28,4,15.97
340,Vanimo,PG,2022-05-03 20:00:25,-2.6741,141.3028,77.32,90,86,4.18
341,Lasa,IT,2022-05-03 20:00:26,46.6166,10.7002,51.37,97,98,1.19
342,Dromolaxia,CY,2022-05-03 20:00:28,34.8761,33.586,74.86,38,0,8.05
343,Seymchan,RU,2022-05-03 20:00:28,62.8833,152.4333,24.3,94,92,2.91
344,Reconquista,AR,2022-05-03 20:00:29,-29.15,-59.65,64.74,57,3,8.52
345,Namatanai,PG,2022-05-03 20:00:29,-3.6667,152.4333,79.81,83,43,5.99
346,Tornio,FI,2022-05-03 20:00:30,65.8481,24.1466,32.02,81,12,5.08
347,Saint-Francois,FR,2022-05-03 20:00:30,46.4154,3.9054,57.67,67,91,2.3
348,Inhambane,MZ,2022-05-03 20:00:31,-23.865,35.3833,70.65,83,55,6.42
349,Youkounkoun,GN,2022-05-03 20:00:31,12.5333,-13.1333,91.53,37,90,5.46
350,Asau,RO,2022-05-03 20:00:32,46.4333,26.4,51.28,78,98,3.69
351,Erenhot,CN,2022-05-03 20:00:32,43.6475,111.9767,61.84,12,54,13.11
352,Vardo,NO,2022-05-03 20:00:32,70.3705,31.1107,21.18,79,75,20.71
353,Afsin,TR,2022-05-03 20:00:33,38.2477,36.914,55.71,73,6,0.67
354,Buckeye,US,2022-05-03 20:00:33,33.3703,-112.5838,93.24,15,0,11.5
355,Teeli,RU,2022-05-03 20:00:34,51.0333,90.2333,48.33,53,53,5.77
356,Megion,RU,2022-05-03 20:00:34,61.0296,76.1136,26.62,76,8,6.96
357,Anqing,CN,2022-05-03 20:00:28,30.5092,117.0506,62.31,63,67,2.93
358,Perelyub,RU,2022-05-03 20:00:35,51.8667,50.3667,49.89,41,9,3.74
359,Dauphin,CA,2022-05-03 20:00:36,51.1494,-100.0502,54.82,44,27,9.64
360,Rafai,CF,2022-05-03 20:00:36,4.95,23.9167,70.11,89,90,1.41
361,Lorengau,PG,2022-05-03 20:00:37,-2.0226,147.2712,81.59,79,98,4.16
362,Coruripe,BR,2022-05-03 20:00:38,-10.1256,-36.1756,78.42,85,27,8.32
363,Itarema,BR,2022-05-03 20:00:40,-2.9248,-39.9167,79.72,87,61,12.66
364,Rundu,NA,2022-05-03 20:01:45,-17.9333,19.7667,62.08,41,12,6.4
365,Creel,MX,2022-05-03 20:01:48,27.75,-107.6333,75.27,7,65,16.8
366,Puerto Lopez,CO,2022-05-03 20:01:54,4.0845,-72.956,89.2,55,7,4.94
367,Esil,KZ,2022-05-03 20:01:57,51.9556,66.4042,47.17,35,61,9.42
368,Yaya,RU,2022-05-03 20:02:04,56.206,86.44,33.69,89,38,8.88
369,Chitral,PK,2022-05-03 20:02:09,35.8462,71.7858,62.71,60,5,2.35
370,Sultanpur,IN,2022-05-03 20:02:14,26.2667,82.0667,88.14,43,0,13.69
371,Chumikan,RU,2022-05-03 20:02:19,54.7183,135.315,30.04,98,100,10.25
372,Sorland,NO,2022-05-03 20:02:22,67.667,12.6934,35.24,60,100,11.41
373,Palm Valley,US,2022-05-03 20:02:23,30.1775,-81.3876,89.01,70,98,13.67
374,Kurumkan,RU,2022-05-03 20:02:24,54.3,110.3,38.34,72,1,7.07
375,Kemlya,RU,2022-05-03 20:02:24,54.6963,45.2424,50.83,83,100,12.95
376,Mumias,KE,2022-05-03 20:02:25,0.3351,34.4864,63.81,96,100,2.68
377,Souillac,MU,2022-05-03 20:02:25,-20.5167,57.5167,76.71,84,96,12.26
378,Grand Gaube,MU,2022-05-03 20:02:26,-20.0064,57.6608,75.38,80,6,4.0
379,Puquio,PE,2022-05-03 20:02:27,-14.7,-74.1333,63.09,44,24,11.34
380,Mto Wa Mbu,TZ,2022-05-03 20:02:28,-3.35,35.85,67.57,80,84,1.99
381,Latung,PH,2022-05-03 20:02:31,5.5,120.8833,82.4,79,96,2.39
382,Belmonte,BR,2022-05-03 20:02:35,-15.8631,-38.8828,78.13,78,1,6.87
383,Inyonga,TZ,2022-05-03 20:02:36,-6.7167,32.0667,67.23,78,91,4.5
384,Sola,VU,2022-05-03 20:02:38,-13.8833,167.55,81.97,73,81,10.16
385,Flinders,AU,2022-05-03 20:02:41,-34.5833,150.8552,55.38,89,0,4.0
386,San Quintin,MX,2022-05-03 20:02:41,30.4833,-115.95,64.56,63,77,17.67
387,Husavik,IS,2022-05-03 20:02:42,66.0449,-17.3389,32.74,97,100,12.73
388,Qarqin,AF,2022-05-03 20:02:42,37.4185,66.0436,76.87,41,100,11.77
389,Fairbanks,US,2022-05-03 20:02:40,64.8378,-147.7164,53.49,43,42,3.0
390,Byron Bay,AU,2022-05-03 20:02:43,-28.65,153.6167,61.95,93,21,4.92
391,Ulaanbaatar,MN,2022-05-03 19:57:46,47.9077,106.8832,46.53,27,0,2.24
392,Hawalli,KW,2022-05-03 20:02:44,29.2833,47.9972,88.92,29,0,1.99
393,Rockingham,US,2022-05-03 20:02:44,42.9668,-71.0995,61.36,61,85,1.99
394,Erzin,TR,2022-05-03 20:02:45,36.9559,36.2,68.9,52,89,4.68
395,Klaksvik,FO,2022-05-03 20:02:45,62.2266,-6.589,47.32,97,100,19.1
396,Eydhafushi,MV,2022-05-03 20:02:46,5.1033,73.0708,82.15,77,100,14.45
397,Bennington,US,2022-05-03 20:02:46,42.8781,-73.1968,65.57,75,100,5.75
398,Honiara,SB,2022-05-03 20:02:47,-9.4333,159.95,79.21,84,52,2.06
399,Wanaraja,ID,2022-05-03 20:02:47,-7.1749,107.9808,69.26,99,100,2.86
400,Porto Velho,BR,2022-05-03 20:02:48,-8.7619,-63.9039,80.65,83,40,1.14
401,Rocha,UY,2022-05-03 20:02:48,-34.4833,-54.3333,60.37,69,41,6.49
402,Dakar,SN,2022-05-03 20:00:05,14.6937,-17.4441,69.57,90,95,10.98
403,Ostrovnoy,RU,2022-05-03 20:02:49,68.0531,39.5131,27.27,67,100,21.65
404,Tura,IN,2022-05-03 20:02:49,25.5198,90.2201,67.44,88,0,3.15
405,Tahoua,NE,2022-05-03 20:02:50,14.8888,5.2692,93.54,10,100,9.48
406,Jeremie,HT,2022-05-03 20:02:50,18.65,-74.1167,84.74,62,1,4.18
407,Ancud,CL,2022-05-03 20:02:44,-41.8697,-73.8203,52.99,96,100,10.13
408,Sabinas,MX,2022-05-03 20:02:51,27.85,-101.1167,97.07,37,0,13.22
409,Sokolo,ML,2022-05-03 20:03:51,14.7328,-6.1219,97.29,10,89,6.31
410,Illela,NG,2022-05-03 20:03:52,13.7292,5.2975,94.8,11,52,8.08
411,Saint-Louis,SN,2022-05-03 20:03:52,16.3333,-15.0,85.42,26,100,15.14
412,Bathsheba,BB,2022-05-03 20:03:53,13.2167,-59.5167,81.12,77,8,18.7
413,Ustka,PL,2022-05-03 20:03:53,54.5805,16.8619,42.53,81,36,10.22
414,Esqueda,MX,2022-05-03 20:03:54,30.7167,-109.5833,79.9,12,100,21.14
415,Aksu,CN,2022-05-03 20:03:54,41.1231,80.2644,70.16,16,3,3.89
416,Solnechnyy,RU,2022-05-03 20:03:55,50.7214,136.6319,30.38,97,89,5.39
417,Tazovskiy,RU,2022-05-03 20:03:55,67.4667,78.7,22.1,96,100,6.22
418,Atherton,GB,2022-05-03 20:01:21,53.5237,-2.4935,56.28,78,100,2.17
419,Saint-Junien,FR,2022-05-03 20:03:56,45.8833,0.9,59.58,89,74,3.36
420,San Ignacio,BZ,2022-05-03 20:03:56,17.1561,-89.0714,90.36,52,99,8.88
421,Henties Bay,NA,2022-05-03 20:03:57,-22.116,14.2845,69.78,58,0,8.86
422,Kathu,TH,2022-05-03 20:03:57,7.9178,98.3332,84.74,87,77,4.76
423,Carira,BR,2022-05-03 20:03:57,-10.3608,-37.7011,80.55,61,95,13.4
424,Maragogi,BR,2022-05-03 20:03:58,-9.0122,-35.2225,79.32,87,30,8.12
425,Honavar,IN,2022-05-03 20:03:58,14.2833,74.45,82.53,80,79,6.69
426,Srednekolymsk,RU,2022-05-03 20:03:59,67.45,153.6833,31.86,100,100,3.33
427,Fushun,CN,2022-05-03 20:03:59,41.8558,123.9233,56.91,73,5,9.66
428,Wadi Musa,JO,2022-05-03 20:04:00,30.3222,35.4793,64.62,39,0,10.58
429,Mayor Pablo Lagerenza,PY,2022-05-03 20:04:00,-19.9309,-60.7718,76.57,32,19,9.91
430,Tharad,IN,2022-05-03 20:04:00,24.3961,71.6267,84.29,60,0,12.71
431,Kirakira,SB,2022-05-03 20:04:01,-10.4544,161.9205,80.38,80,56,3.33
432,Deputatskiy,RU,2022-05-03 20:04:01,69.3,139.9,21.51,93,100,3.8
433,Chuy,UY,2022-05-03 20:04:02,-33.6971,-53.4616,61.65,62,20,7.18
434,Pitsunda,GE,2022-05-03 20:04:02,43.1592,40.3378,51.98,71,100,2.33
435,Nuzvid,IN,2022-05-03 20:04:03,16.7833,80.85,83.1,56,100,6.06
436,Payson,US,2022-05-03 20:04:03,40.0444,-111.7321,50.29,54,67,7.0
437,Ust-Maya,RU,2022-05-03 20:04:04,60.4167,134.5333,30.78,85,51,8.61
438,Belyy Yar,RU,2022-05-03 20:04:04,53.6039,91.3903,44.49,61,0,11.18
439,High Prairie,CA,2022-05-03 20:04:04,55.4334,-116.4858,57.0,49,80,7.14
440,Touros,BR,2022-05-03 20:04:05,-5.1989,-35.4608,80.8,83,26,13.22
441,Menongue,AO,2022-05-03 20:04:05,-14.6585,17.691,58.01,71,0,5.35
442,Werder,DE,2022-05-03 20:04:06,52.3787,12.934,57.31,69,53,4.99
443,Kisangani,CD,2022-05-03 20:04:06,0.5167,25.2,70.74,99,100,1.61
444,Pipar,IN,2022-05-03 20:04:07,26.3856,73.5378,89.69,27,0,14.88
445,Ormara,PK,2022-05-03 20:04:07,25.2088,64.6357,80.53,77,0,10.18
446,Atambua,ID,2022-05-03 20:04:07,-9.1061,124.8925,73.72,88,47,4.05
447,Ambon,ID,2022-05-03 20:04:08,-3.6954,128.1814,75.34,94,40,6.91
448,Bandarbeyla,SO,2022-05-03 20:04:08,9.4942,50.8122,83.46,81,4,3.42
449,Adrar,MR,2022-05-03 20:04:09,20.5022,-10.0711,90.28,13,86,8.55
450,Tinos,GR,2022-05-03 20:04:09,37.5375,25.1634,58.62,77,20,12.66
451,Gull Lake,CA,2022-05-03 20:04:10,50.1001,-108.4847,59.23,46,100,7.78
452,Mayumba,GA,2022-05-03 20:04:10,-3.432,10.6554,78.84,91,100,6.46
453,Am Timan,TD,2022-05-03 20:04:11,11.0297,20.2827,85.91,47,99,12.1
454,Onalaska,US,2022-05-03 20:04:11,43.8844,-91.2351,54.05,66,100,11.5
455,Palmerston,AU,2022-05-03 20:04:12,-12.486,130.9833,78.78,89,2,3.44
456,Namtsy,RU,2022-05-03 20:04:12,62.7161,129.6658,17.82,97,93,3.2
457,Huarmey,PE,2022-05-03 20:05:13,-10.0681,-78.1522,70.79,74,48,9.1
458,Vestmanna,FO,2022-05-03 20:05:13,62.1564,-7.1664,45.52,100,100,10.36
459,Port Hedland,AU,2022-05-03 20:05:14,-20.3167,118.5667,77.05,57,0,8.05
460,Presidencia Roque Saenz Pena,AR,2022-05-03 20:05:14,-26.7852,-60.4388,65.14,48,0,8.9
461,Fremont,US,2022-05-03 20:00:33,37.5483,-121.9886,81.46,31,0,13.8
462,Faya,SA,2022-05-03 20:05:15,18.3851,42.4509,69.94,51,22,4.21
463,Harindanga,IN,2022-05-03 20:05:15,22.0383,88.3214,81.91,83,18,14.88
464,Mandera,KE,2022-05-03 20:05:16,3.9366,41.867,81.25,67,100,16.93
465,Hobyo,SO,2022-05-03 20:05:16,5.3505,48.5268,83.64,70,95,18.9
466,North Bend,US,2022-05-03 20:05:09,43.4065,-124.2243,59.23,81,75,12.66
467,Vraca,BA,2022-05-03 20:05:17,43.8422,18.3955,47.12,87,0,2.3
468,Bozoum,CF,2022-05-03 20:05:18,6.3193,16.3799,69.66,93,100,3.31
469,Santa Cruz Del Sur,CU,2022-05-03 20:05:18,20.7147,-77.9956,87.03,48,0,8.9
470,Swellendam,ZA,2022-05-03 20:05:19,-34.0226,20.4417,61.16,96,2,3.56
471,Berlevag,NO,2022-05-03 20:05:19,70.8578,29.0864,24.75,68,20,14.97
472,Grand Island,US,2022-05-03 20:05:20,40.925,-98.342,48.49,61,100,7.11
473,Iwanai,JP,2022-05-03 20:05:20,42.9744,140.5089,48.11,89,100,8.81
474,San Felipe,VE,2022-05-03 20:05:21,10.3399,-68.7425,91.2,42,19,8.43
475,Sharjah,AE,2022-05-03 20:05:21,25.3573,55.4033,79.12,66,0,14.12
476,Haikou,CN,2022-05-03 20:05:22,20.0458,110.3417,71.94,77,83,7.25
477,Benghazi,LY,2022-05-03 20:05:22,32.1167,20.0667,62.71,75,0,7.49
478,Hede,CN,2022-05-03 20:05:23,33.7681,120.2517,57.69,68,0,9.44
479,Diu,IN,2022-05-03 20:05:23,20.7141,70.9822,80.6,87,0,10.2
480,Padang,ID,2022-05-03 20:05:24,-0.9492,100.3543,77.83,90,100,4.9
481,Letlhakeng,BW,2022-05-03 20:05:24,-24.0944,25.0298,61.68,53,0,5.99
482,Constitucion,CL,2022-05-03 20:02:25,-35.3333,-72.4167,63.99,56,2,14.0
483,Embonas,GR,2022-05-03 20:05:25,36.2269,27.8564,59.13,84,26,16.46
484,Santa Ana,US,2022-05-03 20:05:26,33.7456,-117.8678,77.07,65,75,12.66
485,Tongren,CN,2022-05-03 20:05:26,27.7172,109.1853,60.03,74,92,1.7
486,Salalah,OM,2022-05-03 20:05:26,17.0151,54.0924,82.56,72,0,0.87
487,La Paz,BO,2022-05-03 20:05:27,-16.5,-68.15,56.35,53,56,8.97
488,Umm Kaddadah,SD,2022-05-03 20:05:27,13.6017,26.6876,90.19,26,82,10.65
489,Singkang,MY,2022-05-03 20:05:28,2.1006,102.7994,75.94,93,98,0.49
490,Winona,US,2022-05-03 20:05:28,43.9666,-91.7668,55.42,57,100,4.61
491,Rio Grande,BR,2022-05-03 20:05:29,-32.035,-52.0986,61.95,83,100,15.57
492,Anton Lizardo,MX,2022-05-03 20:05:29,19.05,-95.9833,91.22,68,29,11.81
493,Montlucon,FR,2022-05-03 20:05:30,46.3333,2.6,51.75,93,18,2.71
494,Port Keats,AU,2022-05-03 20:05:30,-14.25,129.55,76.19,60,0,5.19
495,Whitehorse,CA,2022-05-03 20:05:31,60.7161,-135.0538,47.1,45,68,18.01
496,Edd,ER,2022-05-03 20:05:31,13.9297,41.6925,86.56,66,6,5.12
497,Sembakung,ID,2022-05-03 20:05:31,3.8167,117.25,74.07,99,100,1.63
498,Mao,ES,2022-05-03 20:05:32,39.8885,4.2658,59.56,88,0,4.61
499,Port Macquarie,AU,2022-05-03 20:05:32,-31.4333,152.9167,53.89,92,17,5.1
500,Paita,PE,2022-05-03 20:05:33,-5.0892,-81.1144,72.21,72,24,15.14
501,Zapolyarnyy,RU,2022-05-03 20:05:33,69.4154,30.8136,24.08,81,52,5.99
502,Sur,OM,2022-05-03 20:06:34,22.5667,59.5289,85.41,42,0,8.03
503,Polson,US,2022-05-03 20:06:34,47.6936,-114.1632,65.48,55,37,3.44
504,Cassilandia,BR,2022-05-03 20:06:34,-19.1133,-51.7342,88.0,33,54,14.58
505,New Glasgow,CA,2022-05-03 20:06:35,45.5834,-62.6486,46.78,67,25,6.96
506,Fatehpur,IN,2022-05-03 20:06:35,25.9333,80.8,91.53,37,56,13.56
507,Inongo,CD,2022-05-03 20:06:36,-1.95,18.2667,72.57,94,100,2.68
508,Ciro Marina,IT,2022-05-03 20:06:36,39.3732,17.126,59.41,75,28,6.46
509,Kabanjahe,ID,2022-05-03 20:06:37,3.1001,98.4908,64.35,94,100,4.34
510,Andilamena,MG,2022-05-03 20:06:37,-17.0167,48.5833,62.62,92,40,8.48
511,Puerto Escondido,MX,2022-05-03 20:06:38,15.85,-97.0667,88.63,66,0,10.36
512,Garowe,SO,2022-05-03 20:06:38,8.4054,48.4845,83.82,60,22,14.5
513,Myitkyina,MM,2022-05-03 20:06:39,25.3833,97.4,65.25,98,100,3.29
514,Emerald,AU,2022-05-03 20:06:39,-23.5333,148.1667,70.34,76,100,9.35
515,Qaqortoq,GL,2022-05-03 20:06:40,60.7167,-46.0333,36.37,81,100,4.34
516,Port Blair,IN,2022-05-03 20:06:40,11.6667,92.75,82.44,77,100,1.83
517,Aksarka,RU,2022-05-03 20:06:41,66.5606,67.7975,33.17,99,100,11.81
518,Xichang,CN,2022-05-03 20:06:41,27.8964,102.2634,50.04,92,100,1.1
519,Albury,AU,2022-05-03 20:06:41,-36.0833,146.9167,53.15,100,100,0.0
520,Soledar,UA,2022-05-03 20:06:42,48.6794,38.089,50.23,57,19,6.69
521,Seminole,US,2022-05-03 20:06:42,28.7086,-81.2081,90.14,58,20,1.01
522,Stromness,GB,2022-05-03 20:06:43,58.965,-3.296,46.36,88,100,4.0
523,Dzhebariki-Khaya,RU,2022-05-03 20:06:43,62.2167,135.8,28.42,91,100,2.62
524,Westport,US,2022-05-03 20:06:44,41.1415,-73.3579,60.31,83,100,6.91
525,Bokoro,TD,2022-05-03 20:06:44,12.3807,17.0568,96.64,29,96,11.39
526,Richards Bay,ZA,2022-05-03 20:06:45,-28.783,32.0377,66.02,89,0,6.73
527,Salinopolis,BR,2022-05-03 20:02:16,-0.6136,-47.3561,77.16,93,100,8.39
528,Muli,MV,2022-05-03 20:06:46,2.9167,73.5667,82.42,79,100,20.42
529,Wakkanai,JP,2022-05-03 20:06:46,45.4094,141.6739,41.92,96,100,13.85
530,Barcelos,PT,2022-05-03 20:06:47,41.5388,-8.6151,67.68,69,36,4.63
531,Nabari,JP,2022-05-03 20:06:47,34.6167,136.0833,50.02,57,0,2.35
532,Dhidhdhoo,MV,2022-05-03 20:06:48,6.8833,73.1,85.48,68,100,11.83
